Area, 148.0, Accuracy, [0.45833333 0.47916667 0.375      0.36170213]
Area, 149.0, Accuracy, [0.5625     0.54166667 0.58333333 0.57446809]
Area, 150.0, Accuracy, [0.52083333 0.58333333 0.47916667 0.36170213]
Area, 151.0, Accuracy, [0.52083333 0.60416667 0.4375     0.5106383 ]
Area, 152.0, Accuracy, [0.45833333 0.45833333 0.5        0.40425532]
Area, 153.0, Accuracy, [0.52083333 0.4375     0.5625     0.40425532]
Area, 154.0, Accuracy, [0.4375     0.35416667 0.52083333 0.46808511]
Area, 155.0, Accuracy, [0.47916667 0.52083333 0.5        0.44680851]
Area, 156.0, Accuracy, [0.41666667 0.5625     0.54166667 0.53191489]
Area, 157.0, Accuracy, [0.4375     0.52083333 0.58333333 0.57446809]
Area, 158.0, Accuracy, [0.5625     0.5        0.35416667 0.65957447]
Area, 159.0, Accuracy, [0.5        0.625      0.47916667 0.5106383 ]
Area, 160.0, Accuracy, [0.54166667 0.54166667 0.41666667 0.4893617 ]
Area, 161.0, Accuracy, [0.45833333 0.5625     0.45833333 0.61702128]
Area, 162.0, Accuracy, [0.41666667 0.3125     0.45833333 0.57446809]
Area, 163.0, Accuracy, [0.52083333 0.5        0.54166667 0.5106383 ]
Area, 164.0, Accuracy, [0.47916667 0.39583333 0.41666667 0.44680851]
Area, 165.0, Accuracy, [0.41666667 0.4375     0.39583333 0.36170213]
Area, 166.0, Accuracy, [0.54166667 0.58333333 0.5625     0.46808511]
Area, 167.0, Accuracy, [0.47916667 0.47916667 0.54166667 0.36170213]
Area, 168.0, Accuracy, [0.5        0.45833333 0.47916667 0.42553191]
Area, 169.0, Accuracy, [0.5        0.4375     0.39583333 0.42553191]
Area, 170.0, Accuracy, [0.47916667 0.35416667 0.375      0.44680851]
Area, 171.0, Accuracy, [0.45833333 0.47916667 0.47916667 0.59574468]
Area, 172.0, Accuracy, [0.5625     0.45833333 0.35416667 0.42553191]
Area, 173.0, Accuracy, [0.58333333 0.54166667 0.47916667 0.53191489]
Area, 174.0, Accuracy, [0.45833333 0.47916667 0.45833333 0.57446809]
Area, 175.0, Accuracy, [0.58333333 0.4375     0.45833333 0.57446809]
Area, 176.0, Accuracy, [0.52083333 0.45833333 0.45833333 0.59574468]
Area, 177.0, Accuracy, [0.39583333 0.5625     0.39583333 0.5106383 ]
Area, 178.0, Accuracy, [0.60416667 0.52083333 0.54166667 0.57446809]
Area, 179.0, Accuracy, [0.5        0.60416667 0.35416667 0.42553191]
Area, 180.0, Accuracy, [0.58333333 0.625      0.52083333 0.57446809]
Area, 181.0, Accuracy, [0.5        0.5625     0.4375     0.55319149]
Area, 182.0, Accuracy, [0.52083333 0.47916667 0.64583333 0.44680851]
Area, 183.0, Accuracy, [0.47916667 0.45833333 0.5        0.4893617 ]
Area, 184.0, Accuracy, [0.52083333 0.47916667 0.52083333 0.5106383 ]
Area, 185.0, Accuracy, [0.66666667 0.52083333 0.52083333 0.70212766]
Area, 186.0, Accuracy, [0.5        0.4375     0.52083333 0.57446809]
Area, 187.0, Accuracy, [0.54166667 0.5625     0.5625     0.44680851]
Area, 188.0, Accuracy, [0.47916667 0.5625     0.41666667 0.4893617 ]
Area, 189.0, Accuracy, [0.5        0.60416667 0.58333333 0.4893617 ]
Area, 190.0, Accuracy, [0.52083333 0.54166667 0.4375     0.42553191]
Area, 191.0, Accuracy, [0.45833333 0.39583333 0.52083333 0.36170213]
Area, 192.0, Accuracy, [0.5625     0.45833333 0.4375     0.40425532]
Area, 193.0, Accuracy, [0.66666667 0.60416667 0.5        0.5106383 ]
Area, 194.0, Accuracy, [0.625      0.47916667 0.39583333 0.44680851]
Area, 195.0, Accuracy, [0.54166667 0.52083333 0.41666667 0.46808511]
Area, 196.0, Accuracy, [0.5625     0.47916667 0.52083333 0.4893617 ]
Area, 197.0, Accuracy, [0.54166667 0.47916667 0.54166667 0.46808511]
Area, 198.0, Accuracy, [0.4375     0.45833333 0.47916667 0.5106383 ]
Area, 199.0, Accuracy, [0.5625     0.6875     0.58333333 0.46808511]
Area, 200.0, Accuracy, [0.60416667 0.5625     0.5        0.53191489]
Area, 201.0, Accuracy, [0.47916667 0.5        0.47916667 0.44680851]
Area, 202.0, Accuracy, [0.35416667 0.47916667 0.33333333 0.38297872]
Area, 203.0, Accuracy, [0.58333333 0.45833333 0.5        0.5106383 ]
Area, 204.0, Accuracy, [0.60416667 0.6875     0.47916667 0.53191489]
Area, 205.0, Accuracy, [0.5625     0.60416667 0.58333333 0.4893617 ]
Area, 206.0, Accuracy, [0.47916667 0.5        0.5        0.61702128]
Area, 207.0, Accuracy, [0.54166667 0.64583333 0.5625     0.63829787]
Area, 208.0, Accuracy, [0.6875    0.5625    0.5       0.5106383]
Area, 209.0, Accuracy, [0.5625     0.54166667 0.47916667 0.57446809]
Area, 210.0, Accuracy, [0.39583333 0.45833333 0.4375     0.53191489]
